x,y,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY,SPEED_MAX_GUST,LOCAL_YEAR,TOTAL_SNOW_FLAG,LOCAL_DATE,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,PROVINCE_CODE,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,LOCAL_DAY,LOCAL_MONTH,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN_FLAG
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-06 00:00:00,1108446.1926.1.6,1108446,,,,,BC,,,6,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-07 00:00:00,1108446.1926.1.7,1108446,,,,,BC,,,7,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-08 00:00:00,1108446.1926.1.8,1108446,,,,,BC,,,8,1,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-09 00:00:00,1108446.1926.1.9,1108446,,,,,BC,,,9,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-10 00:00:00,1108446.1926.1.10,1108446,,,,,BC,,,10,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-11 00:00:00,1108446.1926.1.11,1108446,,,,,BC,,,11,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-12 00:00:00,1108446.1926.1.12,1108446,,,,,BC,,,12,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-13 00:00:00,1108446.1926.1.13,1108446,,,,,BC,,,13,1,,,0.3,
-123.12186944444444,49.29535277777778,,,,,17.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-14 00:00:00,1108446.1926.1.14,1108446,,,,,BC,,,14,1,,,17.5,
-123.12186944444444,49.29535277777778,,,,,3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-15 00:00:00,1108446.1926.1.15,1108446,,,,,BC,,,15,1,,,3,
-123.12186944444444,49.29535277777778,,,,,54.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-16 00:00:00,1108446.1926.1.16,1108446,,,,,BC,,,16,1,,,54.1,
-123.12186944444444,49.29535277777778,,,,,1.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-17 00:00:00,1108446.1926.1.17,1108446,,,,,BC,,,17,1,,,1.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-18 00:00:00,1108446.1926.1.18,1108446,,,,,BC,,,18,1,,,0,
-123.12186944444444,49.29535277777778,,,,,1.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-19 00:00:00,1108446.1926.1.19,1108446,,,,,BC,,,19,1,,,1.3,
-123.12186944444444,49.29535277777778,,,,,23.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-20 00:00:00,1108446.1926.1.20,1108446,,,,,BC,,,20,1,,,23.4,
-123.12186944444444,49.29535277777778,,,,,4.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-21 00:00:00,1108446.1926.1.21,1108446,,,,,BC,,,21,1,,,4.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-22 00:00:00,1108446.1926.1.22,1108446,,,,,BC,,,22,1,,,0,
-123.12186944444444,49.29535277777778,,,,,5.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-23 00:00:00,1108446.1926.1.23,1108446,,,,,BC,,,23,1,,,5.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-24 00:00:00,1108446.1926.1.24,1108446,,,,,BC,,,24,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-25 00:00:00,1108446.1926.1.25,1108446,,,,,BC,,,25,1,,,0,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-26 00:00:00,1108446.1926.1.26,1108446,,,,,BC,,,26,1,,,0.3,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-27 00:00:00,1108446.1926.1.27,1108446,,,,,BC,,,27,1,,,0.3,
-123.12186944444444,49.29535277777778,,,,,13.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-28 00:00:00,1108446.1926.1.28,1108446,,,,,BC,,,28,1,,,13.5,
-123.12186944444444,49.29535277777778,,,,,11.2,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-29 00:00:00,1108446.1926.1.29,1108446,,,,,BC,,,29,1,,,11.2,
-123.12186944444444,49.29535277777778,,,,,5.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-30 00:00:00,1108446.1926.1.30,1108446,,,,,BC,,,30,1,,,5.8,
-123.12186944444444,49.29535277777778,,,,,0.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-01-31 00:00:00,1108446.1926.1.31,1108446,,,,,BC,,,31,1,,,0.3,
-123.12186944444444,49.29535277777778,,,,,6.9,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-01 00:00:00,1108446.1926.2.1,1108446,,,,,BC,,,1,2,,,6.9,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-02 00:00:00,1108446.1926.2.2,1108446,,,,,BC,,,2,2,,,0,
-123.12186944444444,49.29535277777778,,,,,3.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-03 00:00:00,1108446.1926.2.3,1108446,,,,,BC,,,3,2,,,3.6,
-123.12186944444444,49.29535277777778,,,,,19.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-04 00:00:00,1108446.1926.2.4,1108446,,,,,BC,,,4,2,,,19.8,
-123.12186944444444,49.29535277777778,,,,,6.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-05 00:00:00,1108446.1926.2.5,1108446,,,,,BC,,,5,2,,,6.1,
-123.12186944444444,49.29535277777778,,,,,6.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-06 00:00:00,1108446.1926.2.6,1108446,,,,,BC,,,6,2,,,6.6,
-123.12186944444444,49.29535277777778,,,,,5.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-07 00:00:00,1108446.1926.2.7,1108446,,,,,BC,,,7,2,,,5.8,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-08 00:00:00,1108446.1926.2.8,1108446,,,,,BC,,,8,2,,,0,
-123.12186944444444,49.29535277777778,,,,,13.2,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-09 00:00:00,1108446.1926.2.9,1108446,,,,,BC,,,9,2,,,13.2,
-123.12186944444444,49.29535277777778,,,,,3.6,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-10 00:00:00,1108446.1926.2.10,1108446,,,,,BC,,,10,2,,,3.6,
-123.12186944444444,49.29535277777778,,,,,3.3,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-11 00:00:00,1108446.1926.2.11,1108446,,,,,BC,,,11,2,,,3.3,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-12 00:00:00,1108446.1926.2.12,1108446,,,,,BC,,,12,2,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-13 00:00:00,1108446.1926.2.13,1108446,,,,,BC,,,13,2,,,0,
-123.12186944444444,49.29535277777778,,,,,1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-14 00:00:00,1108446.1926.2.14,1108446,,,,,BC,,,14,2,,,1,
-123.12186944444444,49.29535277777778,,,,,9.9,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-15 00:00:00,1108446.1926.2.15,1108446,,,,,BC,,,15,2,,,9.9,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-16 00:00:00,1108446.1926.2.16,1108446,,,,,BC,,,16,2,,,0,
-123.12186944444444,49.29535277777778,,,,,9.7,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-17 00:00:00,1108446.1926.2.17,1108446,,,,,BC,,,17,2,,,9.7,
-123.12186944444444,49.29535277777778,,,,,13.7,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-18 00:00:00,1108446.1926.2.18,1108446,,,,,BC,,,18,2,,,13.7,
-123.12186944444444,49.29535277777778,,,,,7.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-19 00:00:00,1108446.1926.2.19,1108446,,,,,BC,,,19,2,,,7.4,
-123.12186944444444,49.29535277777778,,,,,1.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-20 00:00:00,1108446.1926.2.20,1108446,,,,,BC,,,20,2,,,1.5,
-123.12186944444444,49.29535277777778,,,,,14.5,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-21 00:00:00,1108446.1926.2.21,1108446,,,,,BC,,,21,2,,,14.5,
-123.12186944444444,49.29535277777778,,,,,10.4,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-22 00:00:00,1108446.1926.2.22,1108446,,,,,BC,,,22,2,,,10.4,
-123.12186944444444,49.29535277777778,,,,,18.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,T,1926-02-23 00:00:00,1108446.1926.2.23,1108446,,,,,BC,,,23,2,,,18.8,
-123.12186944444444,49.29535277777778,,,,,1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-24 00:00:00,1108446.1926.2.24,1108446,,,,,BC,,,24,2,,,1,
-123.12186944444444,49.29535277777778,,,,,6.1,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-25 00:00:00,1108446.1926.2.25,1108446,,,,,BC,,,25,2,,,6.1,
-123.12186944444444,49.29535277777778,,,,,0.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-26 00:00:00,1108446.1926.2.26,1108446,,,,,BC,,,26,2,,,0.8,
-123.12186944444444,49.29535277777778,,,,,1.8,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-27 00:00:00,1108446.1926.2.27,1108446,,,,,BC,,,27,2,,,1.8,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-02-28 00:00:00,1108446.1926.2.28,1108446,,,,,BC,,,28,2,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-01 00:00:00,1108446.1926.3.1,1108446,,,,,BC,,,1,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-02 00:00:00,1108446.1926.3.2,1108446,,,,,BC,,,2,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-03 00:00:00,1108446.1926.3.3,1108446,,,,,BC,,,3,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-04 00:00:00,1108446.1926.3.4,1108446,,,,,BC,,,4,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-05 00:00:00,1108446.1926.3.5,1108446,,,,,BC,,,5,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-06 00:00:00,1108446.1926.3.6,1108446,,,,,BC,,,6,3,,,0,
-123.12186944444444,49.29535277777778,,,,,0,,0,,,VANCOUVER HARBOUR CS,,,,,,,1926,,1926-03-07 00:00:00,1108446.1926.3.7,1108446,,,,,BC,,,7,3,,,0,
